x,y,z
151.26413738,-33.91602635,-4.67
151.2641397,-33.91602524,-4.67
151.26414161,-33.91602415,-4.67
151.26414347,-33.91602305,-4.67
151.26414523,-33.91602294,-4.67
151.26414691,-33.91602414,-4.67
151.26414808,-33.91602427,-4.67
151.26414808,-33.91602427,-4.89
151.26414585,-33.91602504,-4.89
151.26414468,-33.91602459,-4.89
151.26414539,-33.91602403,-4.89
151.26414512,-33.91602402,-4.89
151.26414521,-33.91602354,-4.89
151.26414588,-33.91602374,-4.89
151.26414388,-33.91602287,-4.89
151.26414191,-33.91602081,-4.89
151.26414201,-33.91601918,-4.89
151.26414201,-33.91601918,-4.99
151.26414201,-33.91601918,-4.99
151.26414139,-33.91601896,-4.99
151.26414266,-33.91601976,-4.99
151.26414346,-33.91601979,-4.99
151.26414291,-33.91602043,-4.99
151.26414103,-33.91602045,-4.99
151.26413876,-33.91602146,-4.99
151.26413901,-33.91602333,-4.99
151.26413902,-33.91602436,-4.99
151.26413762,-33.91602456,-4.99
151.26413672,-33.91602395,-4.99
151.26413672,-33.91602395,-5.51
151.26413672,-33.91602395,-5.51
151.26413672,-33.91602395,-5.51
151.26413681,-33.91602658,-5.51
151.2641374,-33.9160264,-5.51
151.26413695,-33.91602598,-5.51
151.26413642,-33.91602522,-5.51
151.26413602,-33.91602485,-5.51
151.26413493,-33.91602485,-5.51
151.26413493,-33.91602485,-5.51
151.26413508,-33.91602563,-5.51
151.26413588,-33.91602687,-5.51
151.26413591,-33.91602712,-5.51
151.26413591,-33.91602712,-6.46
151.26413722,-33.91602744,-6.46
151.26414017,-33.91603094,-6.46
151.26414068,-33.9160361,-6.46
151.26413772,-33.91603746,-6.46
151.26413911,-33.91604121,-6.46
151.2641432,-33.91604412,-6.46
151.26414506,-33.9160448,-6.46
151.26414202,-33.9160434,-6.46
151.2641366,-33.91604481,-6.46
151.26413372,-33.9160467,-6.46
151.26413372,-33.9160467,-6.62
151.26413066,-33.9160476,-6.62
151.26413108,-33.91604913,-6.62
151.26413328,-33.91604824,-6.62
151.26413589,-33.91604847,-6.62
151.26413589,-33.91605117,-6.62
151.26413403,-33.916054,-6.62
151.26413179,-33.91605593,-6.62
151.26412689,-33.91606154,-6.62
151.2641222,-33.91606342,-6.62
151.2641222,-33.91606342,-6.62
151.2641222,-33.91606342,-6.6
151.2641222,-33.91606342,-6.6
151.26412288,-33.91606849,-6.6
151.26412357,-33.91606989,-6.6
151.26412401,-33.91607028,-6.6
151.26412326,-33.91606995,-6.6
151.26412367,-33.91606917,-6.6
151.26412658,-33.91606908,-6.6
151.26412669,-33.91606958,-6.6
151.26412608,-33.91607092,-6.6
151.26412656,-33.9160753,-6.6
151.2641271,-33.9160785,-6.6
151.2641271,-33.9160785,-6.95
151.26412711,-33.91607796,-6.95
151.26412938,-33.91607716,-6.95
151.2641307,-33.91608102,-6.95
151.26413081,-33.91608462,-6.95
151.26413006,-33.91608554,-6.95
151.264129,-33.91608792,-6.95
151.26412843,-33.91609073,-6.95
151.26412702,-33.91609439,-6.95
151.26412643,-33.91610394,-6.95
151.26412516,-33.91610994,-6.95
151.26412516,-33.91610994,-6.95
151.26412523,-33.91610832,-6.95
151.2641245,-33.91610699,-6.95
151.26412485,-33.91610759,-6.95
151.26412291,-33.91611028,-6.95
151.26412246,-33.91611311,-6.95
151.26412313,-33.91611619,-6.95
151.26412299,-33.91611819,-6.95
151.26412271,-33.91611694,-6.95
151.26412309,-33.91611725,-6.95
151.26412309,-33.91611725,-7.7
151.26412309,-33.91611725,-7.7
151.26412757,-33.9161266,-7.7
151.26412618,-33.91613112,-7.7
151.26412618,-33.91613112,-7.7
151.26412618,-33.91613112,-7.7
151.26412148,-33.91613333,-7.7
151.26412246,-33.91613087,-7.7
151.26412188,-33.91612969,-7.7
151.26412055,-33.91612989,-7.7
151.26412013,-33.91613294,-7.7
151.26411982,-33.9161363,-7.7
151.26411998,-33.91613833,-7.7
151.26411998,-33.91613833,-8.0
151.26411998,-33.91613833,-8.0
151.26411998,-33.91613833,-8.0
151.26412291,-33.91614075,-8.0
151.26412337,-33.91614218,-8.0
151.26412558,-33.91614331,-8.0
151.26412617,-33.91614383,-8.0
151.2641255,-33.91614396,-8.0
151.26412493,-33.91614393,-8.0
151.26412506,-33.91614419,-8.0
151.2641252,-33.91614399,-8.0
151.26412565,-33.91614272,-8.0
151.26412565,-33.91614272,-8.15
151.26412721,-33.91614191,-8.15
151.26412833,-33.91614253,-8.15
151.26412743,-33.91614297,-8.15
151.26412743,-33.91614297,-8.15
151.26412705,-33.9161432,-8.15
151.26412588,-33.91614424,-8.15
151.26412513,-33.91614441,-8.15
151.26412541,-33.91614166,-8.15
151.26412367,-33.91614061,-8.15
151.26412049,-33.91613807,-8.15
151.26412049,-33.91613807,-8.07
151.26412049,-33.91613807,-8.07
151.26412077,-33.91613233,-8.07
151.26412007,-33.91613218,-8.07
151.26411857,-33.91613282,-8.07
151.26411857,-33.91613282,-8.07
151.26411857,-33.91613282,-8.07
151.26411722,-33.91613227,-8.07
151.26411599,-33.91613437,-8.07
151.26411632,-33.91613718,-8.07
151.26411637,-33.91613778,-8.07
151.26411476,-33.91614148,-8.07
151.26411476,-33.91614148,-8.39
151.26411476,-33.91614148,-8.39
151.26411026,-33.91614035,-8.39
151.2641073,-33.91614077,-8.39
151.26410599,-33.91613804,-8.39
151.26410557,-33.91613677,-8.39
151.26410362,-33.91613971,-8.39
151.26410226,-33.91614347,-8.39
151.26410149,-33.91614463,-8.39
151.26410188,-33.91614465,-8.39
151.26410062,-33.91614579,-8.39
151.26409706,-33.91614769,-8.39
151.26409706,-33.91614769,-8.08
151.26409395,-33.91614891,-8.08
151.26409194,-33.91614979,-8.08
151.26409088,-33.9161509,-8.08
151.26408995,-33.91615137,-8.08
151.26408832,-33.9161515,-8.08
151.26408648,-33.91615083,-8.08
151.26408447,-33.91614964,-8.08
151.26408073,-33.91614878,-8.08
151.26407682,-33.91614794,-8.08
151.26407038,-33.91614638,-8.08
151.26406881,-33.91614662,-8.08
151.26406881,-33.91614662,-8.1
151.26406895,-33.91615063,-8.1
151.26406889,-33.91615383,-8.1
151.26406826,-33.91615248,-8.1
151.26406679,-33.91615058,-8.1
151.26406686,-33.91615194,-8.1
151.26406547,-33.91615385,-8.1
151.26406256,-33.91615253,-8.1
151.26405726,-33.91615125,-8.1
151.26405726,-33.91615125,-8.1
151.26405266,-33.9161516,-8.1
151.26405168,-33.91615215,-8.1
151.26405168,-33.91615215,-8.5
151.26405083,-33.91615211,-8.5
151.26404672,-33.91615084,-8.5
151.26403976,-33.91615236,-8.5
151.26403771,-33.91615368,-8.5
151.26403975,-33.91615345,-8.5
151.26404064,-33.91615263,-8.5
151.26403899,-33.91615243,-8.5
151.26403768,-33.91615329,-8.5
151.2640367,-33.91615235,-8.5
151.2640354,-33.91615153,-8.5
151.2640354,-33.91615153,-8.32
151.26403421,-33.91615094,-8.32
151.26403421,-33.91615094,-8.32
151.26403064,-33.91614871,-8.32
151.26402644,-33.9161457,-8.32
151.2640243,-33.91614402,-8.32
151.26402489,-33.91614335,-8.32
151.26402688,-33.91614293,-8.32
151.26402655,-33.91614307,-8.32
151.26402549,-33.91614418,-8.32
151.26402592,-33.91614645,-8.32
151.2640263,-33.91614706,-8.32
151.2640263,-33.91614706,-8.09
151.26402403,-33.91614542,-8.09
151.26402205,-33.91614368,-8.09
151.26402013,-33.91614297,-8.09
151.26401575,-33.91614302,-8.09
151.26400989,-33.91614405,-8.09
151.2640056,-33.9161429,-8.09
151.26400323,-33.9161418,-8.09
151.26400182,-33.91614264,-8.09
151.26400113,-33.91614534,-8.09
151.26400253,-33.91614649,-8.09
151.26400253,-33.91614649,-8.18
151.26400216,-33.91614651,-8.18
151.26400097,-33.91614594,-8.18
151.26399998,-33.91614542,-8.18
151.26399342,-33.91614396,-8.18
151.26398777,-33.9161433,-8.18
151.26398435,-33.91614129,-8.18
151.26398132,-33.91614114,-8.18
151.26398132,-33.91614114,-8.18
151.26398132,-33.91614114,-8.18
151.26397795,-33.91613412,-8.18
151.26397534,-33.91613468,-8.18
151.26397534,-33.91613468,-8.84
151.26397291,-33.91613674,-8.84
151.26396831,-33.91613718,-8.84
151.26396786,-33.91613321,-8.84
151.26396687,-33.91613663,-8.84
151.26396751,-33.91613884,-8.84
151.26396965,-33.91613832,-8.84
151.2639723,-33.91613678,-8.84
151.26397229,-33.91613625,-8.84
151.26396962,-33.91613605,-8.84
151.26396962,-33.91613605,-8.86
151.26396962,-33.91613605,-8.86
151.26396287,-33.91613562,-8.86
151.2639614,-33.91613638,-8.86
151.26395985,-33.91613812,-8.86
151.26395709,-33.9161377,-8.86
151.26395425,-33.91613696,-8.86
151.2639529,-33.91613544,-8.86
151.26395046,-33.91613439,-8.86
151.26394869,-33.91613207,-8.86
151.2639454,-33.91613146,-8.86
151.2639454,-33.91613146,-8.57
151.2639454,-33.91613146,-8.57
151.26394382,-33.91613385,-8.57
151.26394438,-33.91613344,-8.57
151.26394243,-33.91612999,-8.57
151.26393879,-33.91612809,-8.57
151.2639391,-33.91613092,-8.57
151.26393963,-33.91613297,-8.57
151.26393616,-33.91613428,-8.57
151.26393291,-33.91613061,-8.57
151.26393198,-33.91612821,-8.57
151.26393198,-33.91612821,-8.28
151.26393198,-33.91612821,-8.28
151.26393375,-33.91612633,-8.28
151.26393096,-33.91612289,-8.28
151.26392925,-33.9161205,-8.28
151.26392961,-33.91611772,-8.28
151.26392884,-33.91611604,-8.28
151.26392249,-33.91611806,-8.28
151.26391983,-33.91611984,-8.28
151.26391609,-33.91612081,-8.28
151.26391144,-33.91611946,-8.28
151.26391144,-33.91611946,-8.31
151.26391144,-33.91611946,-8.31
151.26391021,-33.91611341,-8.31
151.26390909,-33.91611084,-8.31
151.2639077,-33.9161089,-8.31
151.26390296,-33.91610983,-8.31
151.26389807,-33.91610963,-8.31
151.26389513,-33.91610786,-8.31
151.26389165,-33.91610464,-8.31
151.26388836,-33.91610228,-8.31
151.26388571,-33.91610262,-8.31
151.26388371,-33.91610438,-8.31
151.26388371,-33.91610438,-8.11
151.26388096,-33.91610436,-8.11
151.26387913,-33.916103,-8.11
151.2638793,-33.91610249,-8.11
151.26387932,-33.91610183,-8.11
151.26387685,-33.91610072,-8.11
151.26387685,-33.91610072,-8.11
151.26387319,-33.91610155,-8.11
151.26387222,-33.91610168,-8.11
151.26387272,-33.9161012,-8.11
151.26387255,-33.91610056,-8.11
151.26387052,-33.91610058,-8.11
151.26387052,-33.91610058,-8.63
151.26386857,-33.91610063,-8.63
151.26386546,-33.91609823,-8.63
151.26386443,-33.91609482,-8.63
151.26386443,-33.91609482,-8.63
151.26386443,-33.91609482,-8.63
151.26386009,-33.91609253,-8.63
151.26385746,-33.91608978,-8.63
151.26385562,-33.91608744,-8.63
151.26385515,-33.91608638,-8.63
151.26385555,-33.91608665,-8.63
151.26385555,-33.91608665,-8.76
151.26385555,-33.91608665,-8.76
151.26385104,-33.91608616,-8.76
151.26384978,-33.91608847,-8.76
151.26385132,-33.91608935,-8.76
151.26385033,-33.91608943,-8.76
151.26384749,-33.91609012,-8.76
151.26384395,-33.91608924,-8.76
151.26384117,-33.91608905,-8.76
151.26384142,-33.91608853,-8.76
151.26384078,-33.91608726,-8.76
151.26383893,-33.91608725,-8.76
151.26383893,-33.91608725,-8.72
151.26383893,-33.91608725,-8.72
151.26383893,-33.91608725,-8.72
151.26383806,-33.91608763,-8.72
151.26383628,-33.91608666,-8.72
151.2638343,-33.91608539,-8.72
151.26383192,-33.91608507,-8.72
151.26383151,-33.91608552,-8.72
151.26383164,-33.91608548,-8.72
151.26383223,-33.91608509,-8.72
151.263832,-33.91608452,-8.72
151.26383154,-33.91608326,-8.72
151.26383154,-33.91608326,-8.64
151.26383119,-33.91608361,-8.64
151.26383223,-33.91608349,-8.64
151.26383152,-33.91608257,-8.64
151.26382889,-33.91608217,-8.64
151.26382856,-33.91608199,-8.64
151.26382856,-33.91608199,-8.64
151.26382975,-33.91608224,-8.64
151.26383105,-33.91608266,-8.64
151.26382295,-33.91608053,-8.64
151.26381792,-33.91607898,-8.64
151.26381792,-33.91607898,-8.7
151.26381792,-33.91607898,-8.7
151.26381923,-33.9160795,-8.7
151.2638189,-33.91607699,-8.7
151.26381872,-33.91607304,-8.7
151.26381817,-33.91607152,-8.7
151.26381709,-33.91607313,-8.7
151.26381801,-33.91607226,-8.7
151.26381953,-33.91607155,-8.7
151.26381887,-33.91607146,-8.7
151.26381658,-33.9160721,-8.7
151.26381384,-33.91607289,-8.7
151.26381384,-33.91607289,-8.67
151.26381064,-33.91607381,-8.67
151.26380793,-33.9160753,-8.67
151.26380812,-33.91607566,-8.67
151.26380813,-33.91607588,-8.67
151.26380769,-33.91607725,-8.67
151.26380554,-33.91607696,-8.67
151.26380236,-33.91607423,-8.67
151.26380162,-33.91607192,-8.67
151.2638001,-33.91606931,-8.67
151.2638001,-33.91606931,-9.0
151.2638001,-33.91606931,-9.0
151.26379818,-33.9160644,-9.0
151.2637974,-33.9160643,-9.0
151.26379521,-33.9160655,-9.0
151.26379331,-33.91606643,-9.0
151.26379085,-33.9160679,-9.0
151.26378751,-33.91606882,-9.0
151.26378443,-33.9160681,-9.0
151.26378213,-33.91606726,-9.0
151.26377991,-33.91606602,-9.0
151.26377991,-33.91606602,-9.19
151.26377991,-33.91606602,-9.19
151.26377376,-33.91606412,-9.19
151.26377153,-33.91606501,-9.19
151.2637698,-33.91606568,-9.19
151.2637693,-33.91606544,-9.19
151.26376549,-33.91606435,-9.19
151.26375811,-33.91606496,-9.19
151.26375505,-33.9160636,-9.19
151.26375339,-33.9160651,-9.19
151.26375204,-33.91606629,-9.19
151.26375062,-33.91606489,-9.19
151.26375062,-33.91606489,-8.87
151.26374851,-33.91606011,-8.87
151.26374854,-33.91605821,-8.87
151.26374765,-33.91605804,-8.87
151.26374643,-33.91605753,-8.87
151.2637462,-33.91605676,-8.87
151.26374487,-33.91605626,-8.87
151.26374355,-33.91605531,-8.87
151.26374367,-33.91605482,-8.87
151.26374375,-33.91605658,-8.87
151.26374375,-33.91605658,-9.11
151.26374375,-33.91605658,-9.11
151.26373974,-33.91605542,-9.11
151.263738,-33.91605594,-9.11
151.26373881,-33.91605589,-9.11
151.26373824,-33.91605358,-9.11
151.26373563,-33.91605209,-9.11
151.26373122,-33.91605122,-9.11
151.26372605,-33.91605059,-9.11
151.26372178,-33.91604969,-9.11
151.26372015,-33.91604993,-9.11
151.26372015,-33.91604993,-8.62
151.26372015,-33.91604993,-8.62
151.2637232,-33.91605074,-8.62
151.26372169,-33.91605049,-8.62
151.26371937,-33.91604912,-8.62
151.26371483,-33.91604811,-8.62
151.26371003,-33.91604614,-8.62
151.26370473,-33.91604112,-8.62
151.26370255,-33.91603735,-8.62
151.26369914,-33.91603373,-8.62
151.26369695,-33.91603214,-8.62
151.26369695,-33.91603214,-8.29
151.26369695,-33.91603214,-8.29
151.26369608,-33.91602713,-8.29
151.26369309,-33.91602665,-8.29
151.26369177,-33.91602563,-8.29
151.26369071,-33.91602498,-8.29
151.26368902,-33.91602495,-8.29
151.2636867,-33.91602485,-8.29
151.26368445,-33.91602362,-8.29
151.26368292,-33.91602366,-8.29
151.26367991,-33.91602399,-8.29
151.26367991,-33.91602399,-8.61
151.26367991,-33.91602399,-8.61
151.26366838,-33.91602002,-8.61
151.26366555,-33.91601907,-8.61
151.26366276,-33.91601969,-8.61
151.26366272,-33.91601857,-8.61
151.26366333,-33.91601631,-8.61
151.26366179,-33.9160172,-8.61
151.26365959,-33.91601839,-8.61
151.26365831,-33.91601828,-8.61
151.2636516,-33.91601661,-8.61
151.2636516,-33.91601661,-8.65
151.2636516,-33.91601661,-8.65
151.26364058,-33.91601597,-8.65
151.26363601,-33.9160152,-8.65
151.26363285,-33.91601434,-8.65
151.26363236,-33.91601324,-8.65
151.26363264,-33.9160117,-8.65
151.2636318,-33.91601038,-8.65
151.26363054,-33.91600976,-8.65
151.26363115,-33.91600859,-8.65
151.26363115,-33.91600859,-8.65
151.26363075,-33.91600762,-8.65
151.26363046,-33.91600676,-8.65
151.26363046,-33.91600676,-8.47
151.26363003,-33.91600559,-8.47
151.26362901,-33.91600404,-8.47
151.26362692,-33.91600266,-8.47
151.26362626,-33.91600316,-8.47
151.26362781,-33.91600301,-8.47
151.26362656,-33.91599983,-8.47
151.26362656,-33.91599983,-8.47
151.26362635,-33.91599691,-8.47
151.26362745,-33.91599465,-8.47
151.26362964,-33.91599418,-8.47
151.26363212,-33.91599413,-8.47
151.26363212,-33.91599413,-8.34
151.26363195,-33.91599384,-8.34
151.26363134,-33.91599165,-8.34
151.26363079,-33.91598982,-8.34
151.26362866,-33.91598775,-8.34
151.26362866,-33.91598775,-8.34
151.26362866,-33.91598775,-8.34
151.26362596,-33.91598432,-8.34
151.26362517,-33.91598346,-8.34
151.26362353,-33.91598256,-8.34
151.26362344,-33.91598175,-8.34
151.26362344,-33.91598175,-8.36
151.26362344,-33.91598175,-8.36
151.26361705,-33.91598313,-8.36
151.26361484,-33.91598454,-8.36
151.26361449,-33.91598753,-8.36
151.26361441,-33.91598921,-8.36
151.26361786,-33.91598887,-8.36
151.26361723,-33.91598926,-8.36
151.26361589,-33.91599157,-8.36
151.26361589,-33.91599157,-8.36
151.26361572,-33.91599437,-8.36
151.26361636,-33.91599531,-8.36
151.26361385,-33.91598884,-8.36
151.26361385,-33.91598884,-8.12
151.26361365,-33.91598575,-8.12
151.26361575,-33.91598609,-8.12
151.26361577,-33.91598876,-8.12
151.26361373,-33.91598945,-8.12
151.26361299,-33.91599014,-8.12
151.26361041,-33.91598914,-8.12
151.26360751,-33.91598737,-8.12
151.26360691,-33.91598805,-8.12
151.26360635,-33.91598918,-8.12
151.26360635,-33.91598918,-7.85
151.26360635,-33.91598918,-7.85
151.26360153,-33.91598724,-7.85
151.26360034,-33.91598447,-7.85
151.26359582,-33.91598041,-7.85
151.26359106,-33.91597849,-7.85
151.26358806,-33.91598084,-7.85
151.26358701,-33.91598213,-7.85
151.26358714,-33.91598128,-7.85
151.26358571,-33.91597904,-7.85
151.26358479,-33.91597792,-7.85
151.26358397,-33.91597644,-7.85
151.26358397,-33.91597644,-7.41
151.26358236,-33.9159758,-7.41
151.26357891,-33.91597458,-7.41
151.26357082,-33.91597013,-7.41
151.26356813,-33.91596692,-7.41
151.26356556,-33.9159652,-7.41
151.26356354,-33.91596528,-7.41
151.26356439,-33.91596594,-7.41
151.2635667,-33.91596522,-7.41
151.26356642,-33.91596415,-7.41
151.26356642,-33.91596415,-7.61
151.26356642,-33.91596415,-7.61
151.26356786,-33.91596274,-7.61
151.26356669,-33.91596265,-7.61
151.26356374,-33.91596148,-7.61
151.2635618,-33.91596073,-7.61
151.26356185,-33.9159589,-7.61
151.26356149,-33.91595675,-7.61
151.26356029,-33.91595604,-7.61
151.26355862,-33.91595697,-7.61
151.26355746,-33.9159559,-7.61
151.26355853,-33.9159548,-7.61
151.26355853,-33.9159548,-7.52
151.26355618,-33.91595656,-7.52
151.26355301,-33.91595581,-7.52
151.26355322,-33.91595307,-7.52
151.26355244,-33.91595088,-7.52
151.26355112,-33.91594939,-7.52
151.26354983,-33.91594883,-7.52
151.26354761,-33.91594961,-7.52
151.26354546,-33.91594839,-7.52
151.26354308,-33.91594514,-7.52
151.26354308,-33.91594514,-8.0
151.26354308,-33.91594514,-8.0
151.26353744,-33.91594172,-8.0
151.26353552,-33.91594077,-8.0
151.26353425,-33.91593906,-8.0
151.2635331,-33.91593624,-8.0
151.26353079,-33.91593485,-8.0
151.26352821,-33.91593479,-8.0
151.26352657,-33.91593304,-8.0
151.2635247,-33.91593184,-8.0
