x,y,z
151.26413183,-33.91575077,-2.78
151.26413472,-33.91574865,-2.78
151.26413527,-33.91574605,-2.78
151.26413356,-33.91574572,-2.78
151.26413159,-33.91574735,-2.78
151.26413134,-33.91575221,-2.78
151.26413117,-33.91575582,-2.78
151.26412981,-33.9157569,-2.78
151.26412933,-33.91575856,-2.78
151.26412955,-33.9157617,-2.78
151.26412955,-33.9157617,-2.71
151.26412955,-33.9157617,-2.71
151.26412798,-33.91576203,-2.71
151.26412868,-33.9157648,-2.71
151.26412726,-33.91576622,-2.71
151.26412455,-33.91576255,-2.71
151.26412399,-33.91576183,-2.71
151.26412389,-33.91576209,-2.71
151.2641231,-33.91576332,-2.71
151.26412255,-33.91576543,-2.71
151.2641215,-33.91576562,-2.71
151.26412087,-33.91576595,-2.71
151.26412087,-33.91576595,-2.99
151.26411986,-33.9157671,-2.99
151.26411554,-33.91576852,-2.99
151.26411298,-33.91577382,-2.99
151.26411359,-33.91577963,-2.99
151.26411293,-33.91578379,-2.99
151.26411288,-33.91578606,-2.99
151.26410955,-33.91578473,-2.99
151.26410766,-33.91578224,-2.99
151.26410705,-33.91578223,-2.99
151.26410705,-33.91578223,-3.09
151.26410705,-33.91578223,-3.09
151.26410574,-33.91578658,-3.09
151.26410514,-33.91578756,-3.09
151.26410351,-33.91578493,-3.09
151.26410161,-33.91578339,-3.09
151.26410067,-33.91578524,-3.09
151.26409969,-33.91578645,-3.09
151.26409494,-33.91578735,-3.09
151.2640902,-33.9157896,-3.09
151.26408515,-33.91579324,-3.09
151.26408201,-33.91579555,-3.09
151.26408201,-33.91579555,-2.94
151.26407941,-33.91579898,-2.94
151.26407518,-33.91579938,-2.94
151.26407318,-33.9157998,-2.94
151.26407268,-33.91580129,-2.94
151.26407342,-33.91580275,-2.94
151.26407464,-33.91580214,-2.94
151.26407494,-33.91580166,-2.94
151.26407426,-33.91580009,-2.94
151.26407399,-33.91580145,-2.94
151.26407399,-33.91580145,-2.67
151.26407399,-33.91580145,-2.67
151.26407247,-33.91580602,-2.67
151.26407102,-33.91580548,-2.67
151.26406734,-33.91580852,-2.67
151.26406565,-33.91581331,-2.67
151.26406312,-33.9158187,-2.67
151.26406072,-33.91582073,-2.67
151.26405945,-33.91581851,-2.67
151.26405959,-33.91581897,-2.67
151.26405789,-33.9158191,-2.67
151.26405789,-33.9158191,-2.71
151.26405789,-33.9158191,-2.71
151.26405593,-33.91581604,-2.71
151.26405596,-33.91582014,-2.71
151.26405171,-33.91582611,-2.71
151.26404764,-33.91583304,-2.71
151.26404656,-33.91583654,-2.71
151.26404888,-33.91583719,-2.71
151.26405042,-33.91583689,-2.71
151.26405005,-33.91583595,-2.71
151.26405196,-33.91583672,-2.71
151.26405196,-33.91583672,-2.63
151.26405196,-33.91583672,-2.63
151.26405677,-33.91583752,-2.63
151.26405821,-33.91584227,-2.63
151.26405953,-33.91584621,-2.63
151.26406049,-33.91585103,-2.63
151.26405969,-33.91585658,-2.63
151.26406175,-33.91585953,-2.63
151.26406453,-33.9158613,-2.63
151.26406645,-33.9158634,-2.63
151.26406727,-33.91586171,-2.63
151.26406924,-33.915861,-2.63
151.26406924,-33.915861,-3.01
151.26407054,-33.91586245,-3.01
151.26406906,-33.91586016,-3.01
151.26406779,-33.91586096,-3.01
151.26406724,-33.9158641,-3.01
151.26406945,-33.91586722,-3.01
151.26407609,-33.91586968,-3.01
151.26407917,-33.91587386,-3.01
151.26407771,-33.91587859,-3.01
151.26407555,-33.91588149,-3.01
151.26407611,-33.91588341,-3.01
151.26407611,-33.91588341,-3.37
151.26407724,-33.915885,-3.37
151.26407782,-33.91588642,-3.37
151.26407928,-33.91588769,-3.37
151.26408175,-33.91589054,-3.37
151.2640813,-33.91589566,-3.37
151.2640825,-33.91589871,-3.37
151.26408592,-33.9159006,-3.37
151.26408489,-33.91589951,-3.37
151.26408209,-33.91590003,-3.37
151.26408252,-33.91590469,-3.37
151.26408252,-33.91590469,-3.42
151.26408437,-33.91590704,-3.42
151.26408445,-33.91590858,-3.42
151.26408121,-33.91590896,-3.42
151.2640852,-33.91591109,-3.42
151.26409124,-33.91591429,-3.42
151.26409657,-33.91591764,-3.42
151.26409625,-33.91591815,-3.42
151.26409752,-33.91591934,-3.42
151.26409829,-33.91592473,-3.42
151.26409939,-33.91592787,-3.42
151.26409939,-33.91592787,-3.42
151.26410186,-33.91593133,-3.42
151.26410099,-33.91593242,-3.42
151.26410036,-33.91593807,-3.42
151.26410016,-33.9159445,-3.42
151.26409991,-33.91595022,-3.42
151.26410078,-33.9159539,-3.42
151.26409909,-33.91595162,-3.42
151.26409803,-33.91595115,-3.42
151.26409972,-33.91595504,-3.42
151.26409972,-33.91595504,-3.38
151.26409972,-33.91595504,-3.38
151.264098,-33.91596045,-3.38
151.26409893,-33.91596122,-3.38
151.26410069,-33.9159624,-3.38
151.26410452,-33.91596479,-3.38
151.26410869,-33.91596983,-3.38
151.26410909,-33.91597308,-3.38
151.26410957,-33.91597281,-3.38
151.26411165,-33.91597563,-3.38
151.26411448,-33.91597862,-3.38
151.26411448,-33.91597862,-3.63
151.26411448,-33.91597862,-3.63
151.26411563,-33.91598434,-3.63
151.26411524,-33.91598703,-3.63
151.2641154,-33.91598906,-3.63
151.26411719,-33.91599192,-3.63
151.26411788,-33.91599245,-3.63
151.26411954,-33.91599399,-3.63
151.26412001,-33.91599768,-3.63
151.26412076,-33.91600226,-3.63
151.26412264,-33.91600611,-3.63
151.26412264,-33.91600611,-3.33
151.26412264,-33.91600611,-3.33
151.26413022,-33.91600829,-3.33
151.26413138,-33.91601125,-3.33
151.26413132,-33.91601119,-3.33
151.26413377,-33.91601288,-3.33
151.26413455,-33.91601443,-3.33
151.2641349,-33.91601296,-3.33
151.26413825,-33.91601432,-3.33
151.2641389,-33.91601455,-3.33
151.26413962,-33.91601404,-3.33
151.26414407,-33.91601651,-3.33
151.26414407,-33.91601651,-3.23
151.26414868,-33.91601697,-3.23
151.26414453,-33.91601303,-3.23
151.26414277,-33.916014,-3.23
151.26414748,-33.9160128,-3.23
151.26415268,-33.91601351,-3.23
151.26415355,-33.91601921,-3.23
151.26415394,-33.91602559,-3.23
151.2641554,-33.91602961,-3.23
151.26415708,-33.91603456,-3.23
151.26415708,-33.91603456,-3.25
151.26415708,-33.91603456,-3.25
151.26416225,-33.91603961,-3.25
151.26416629,-33.91604285,-3.25
151.26416884,-33.91604533,-3.25
151.26417176,-33.91604633,-3.25
151.26417291,-33.91604815,-3.25
151.26417489,-33.91604758,-3.25
151.26417862,-33.91604614,-3.25
151.26418043,-33.91604737,-3.25
151.26417972,-33.91604679,-3.25
151.26417972,-33.91604679,-3.36
151.26417972,-33.91604679,-3.36
151.26418201,-33.91604894,-3.36
151.26418769,-33.91605165,-3.36
151.26419146,-33.91605409,-3.36
151.26419255,-33.9160535,-3.36
151.26419364,-33.91605413,-3.36
151.26419893,-33.91605569,-3.36
151.26420584,-33.91605504,-3.36
151.26420859,-33.91605107,-3.36
151.26421179,-33.91604757,-3.36
151.26421179,-33.91604757,-3.49
151.26421179,-33.91604757,-3.49
151.26421993,-33.91604808,-3.49
151.26422044,-33.91605217,-3.49
151.2642203,-33.91605257,-3.49
151.26422215,-33.91605208,-3.49
151.26422496,-33.91605186,-3.49
151.26423145,-33.91605426,-3.49
151.26423345,-33.91605612,-3.49
151.26423522,-33.91605444,-3.49
151.26423997,-33.91605432,-3.49
151.26424389,-33.91605786,-3.49
151.26424389,-33.91605786,-3.45
151.26424684,-33.91605965,-3.45
151.26424795,-33.91605869,-3.45
151.26425096,-33.91605792,-3.45
151.26425448,-33.91606014,-3.45
151.26425525,-33.9160651,-3.45
151.26425515,-33.9160692,-3.45
151.26425449,-33.91607025,-3.45
151.26425251,-33.91607011,-3.45
151.26424999,-33.91606873,-3.45
151.26425603,-33.91606866,-3.45
151.26425603,-33.91606866,-3.29
151.26426307,-33.91607059,-3.29
151.26426616,-33.91606812,-3.29
151.26426954,-33.91606775,-3.29
151.2642715,-33.91606944,-3.29
151.264274,-33.91607153,-3.29
151.26427516,-33.916073,-3.29
151.26427125,-33.91607439,-3.29
151.26427559,-33.916081,-3.29
151.26428031,-33.91608316,-3.29
151.26428031,-33.91608316,-3.47
151.26428031,-33.91608316,-3.47
151.26429149,-33.91607822,-3.47
151.26429394,-33.91608143,-3.47
151.2642928,-33.91608175,-3.47
151.26429248,-33.91607764,-3.47
151.26429522,-33.91607845,-3.47
151.26429987,-33.91608083,-3.47
151.26430275,-33.9160804,-3.47
151.26430031,-33.91608038,-3.47
151.26429971,-33.91608405,-3.47
151.26429971,-33.91608405,-3.99
151.26429971,-33.91608405,-3.99
151.26430262,-33.91609485,-3.99
151.26430493,-33.91609571,-3.99
151.26430863,-33.91609838,-3.99
151.26431158,-33.91609893,-3.99
151.26431429,-33.91609941,-3.99
151.26431545,-33.91610173,-3.99
151.26431753,-33.91610019,-3.99
151.26432568,-33.9160999,-3.99
151.26433134,-33.91609881,-3.99
151.26433134,-33.91609881,-4.91
151.26433134,-33.91609881,-4.91
151.264332,-33.91610114,-4.91
151.26433357,-33.9161026,-4.91
151.26434204,-33.9161008,-4.91
151.2643497,-33.91610192,-4.91
151.26435403,-33.91610401,-4.91
151.26435371,-33.91610477,-4.91
151.26435671,-33.9161075,-4.91
151.2643591,-33.9161106,-4.91
151.26436167,-33.91611287,-4.91
151.26436604,-33.91611168,-4.91
151.26436604,-33.91611168,-4.93
151.26436635,-33.9161082,-4.93
151.26436721,-33.91611159,-4.93
151.26437002,-33.91611766,-4.93
151.26437176,-33.91612103,-4.93
151.26437348,-33.91612372,-4.93
151.26437535,-33.91612782,-4.93
151.26437686,-33.91612991,-4.93
151.26438075,-33.91613393,-4.93
151.26438293,-33.91613839,-4.93
151.26438293,-33.91613839,-5.34
151.26438293,-33.91613839,-5.34
151.26439145,-33.91614182,-5.34
151.26439346,-33.91614314,-5.34
151.26439476,-33.91614409,-5.34
151.26439436,-33.91614641,-5.34
151.26439505,-33.91614802,-5.34
151.26439813,-33.91615089,-5.34
151.26439953,-33.91615261,-5.34
151.26439861,-33.91615326,-5.34
151.26439974,-33.91615211,-5.34
151.26439974,-33.91615211,-5.76
151.26439974,-33.91615211,-5.76
151.26440115,-33.9161543,-5.76
151.26440088,-33.916156,-5.76
151.26439913,-33.91616103,-5.76
151.26439905,-33.9161666,-5.76
151.26440194,-33.91617154,-5.76
151.26440653,-33.91617253,-5.76
151.26440848,-33.91617509,-5.76
151.26440914,-33.91617819,-5.76
151.26440984,-33.91618163,-5.76
151.26440984,-33.91618163,-6.04
151.26440984,-33.91618163,-6.04
151.26441463,-33.91618527,-6.04
151.26441134,-33.91618608,-6.04
151.26441003,-33.91618775,-6.04
151.26441118,-33.91618896,-6.04
151.26441122,-33.91619175,-6.04
151.26441287,-33.91619471,-6.04
151.26441465,-33.91619845,-6.04
151.26441311,-33.91619948,-6.04
151.2644132,-33.91620062,-6.04
151.2644132,-33.91620062,-6.02
151.2644132,-33.91620062,-6.02
151.26441691,-33.91620479,-6.02
151.26441767,-33.91620544,-6.02
151.26441668,-33.91620634,-6.02
151.2644166,-33.91620684,-6.02
151.26441681,-33.91620796,-6.02
151.26441917,-33.91620902,-6.02
151.26442128,-33.91621106,-6.02
151.26441949,-33.91621253,-6.02
151.26441853,-33.91621303,-6.02
151.26441853,-33.91621303,-6.01
151.26441853,-33.91621303,-6.01
151.26442187,-33.91621719,-6.01
151.26442212,-33.91622358,-6.01
151.26442009,-33.91622882,-6.01
151.26442238,-33.9162324,-6.01
151.26442437,-33.91623548,-6.01
151.26442436,-33.91623528,-6.01
151.26442536,-33.91623636,-6.01
151.26442806,-33.91623452,-6.01
151.26442761,-33.91623293,-6.01
151.26442698,-33.91623475,-6.01
151.26442698,-33.91623475,-5.73
151.264428,-33.91623629,-5.73
151.2644313,-33.91623795,-5.73
151.26443641,-33.91624313,-5.73
151.26443855,-33.91624461,-5.73
151.26443861,-33.91624546,-5.73
151.26444323,-33.91624573,-5.73
151.26444661,-33.91624812,-5.73
151.26444749,-33.91624977,-5.73
151.26445021,-33.91625067,-5.73
151.26445021,-33.91625067,-5.25
151.26445021,-33.91625067,-5.25
151.26445314,-33.91624869,-5.25
151.26445217,-33.9162545,-5.25
151.26445267,-33.91625958,-5.25
151.26445568,-33.91626498,-5.25
151.26445793,-33.91626685,-5.25
151.26446125,-33.91626811,-5.25
151.26446303,-33.91627103,-5.25
151.26446392,-33.91627459,-5.25
151.26446546,-33.91627447,-5.25
151.2644673,-33.91627571,-5.25
151.2644673,-33.91627571,-5.22
151.26447158,-33.91627871,-5.22
151.26447445,-33.91627979,-5.22
151.26447652,-33.91628347,-5.22
151.2644772,-33.91628656,-5.22
151.26447529,-33.9162874,-5.22
151.26447627,-33.91628963,-5.22
151.26448198,-33.9162939,-5.22
151.26448553,-33.91629832,-5.22
151.26448762,-33.91629849,-5.22
151.26448915,-33.91629791,-5.22
151.26448915,-33.91629791,-5.57
151.26448993,-33.91629676,-5.57
151.26449339,-33.91629508,-5.57
151.26449469,-33.91629228,-5.57
151.26449672,-33.9162921,-5.57
151.26449805,-33.9162915,-5.57
151.26449962,-33.91629238,-5.57
151.26450042,-33.91629478,-5.57
151.2645065,-33.91629976,-5.57
151.26451239,-33.91630312,-5.57
151.2645145,-33.91630371,-5.57
151.2645145,-33.91630371,-5.9
151.26451394,-33.91630312,-5.9
151.26451473,-33.91630182,-5.9
151.26451667,-33.91630069,-5.9
151.26451823,-33.91629924,-5.9
151.26451811,-33.91629836,-5.9
151.26451662,-33.91629721,-5.9
151.26452175,-33.91629798,-5.9
151.26452692,-33.91629937,-5.9
151.26453001,-33.91629802,-5.9
151.26453056,-33.91629899,-5.9
151.26453056,-33.91629899,-6.03
151.26453583,-33.91629961,-6.03
151.26454054,-33.9163006,-6.03
151.26454084,-33.91630078,-6.03
151.26453986,-33.91630078,-6.03
151.26454048,-33.91629962,-6.03
151.26454356,-33.91630132,-6.03
151.2645452,-33.91630282,-6.03
151.26454704,-33.91630423,-6.03
151.2645518,-33.91630757,-6.03
151.2645518,-33.91630757,-6.19
151.2645518,-33.91630757,-6.19
151.26455894,-33.91631508,-6.19
151.2645616,-33.9163197,-6.19
151.26456475,-33.91632222,-6.19
151.26456741,-33.91632166,-6.19
151.26457259,-33.91631939,-6.19
151.26457018,-33.91632129,-6.19
151.26456547,-33.9163235,-6.19
151.26456591,-33.91632636,-6.19
151.26456732,-33.91632844,-6.19
151.26457082,-33.91632951,-6.19
151.26457082,-33.91632951,-6.45
151.26457316,-33.9163338,-6.45
151.26457223,-33.916338,-6.45
151.26457341,-33.91634075,-6.45
151.2645769,-33.91634195,-6.45
151.26458135,-33.9163414,-6.45
151.26458569,-33.91633988,-6.45
151.26458843,-33.91633784,-6.45
151.26459214,-33.91633753,-6.45
151.2645951,-33.91633766,-6.45
151.26459831,-33.9163394,-6.45
151.26459831,-33.9163394,-6.36
151.2646013,-33.91634194,-6.36
151.26460328,-33.91634733,-6.36
151.26460466,-33.91635313,-6.36
151.26460904,-33.91635731,-6.36
151.26461233,-33.91636192,-6.36
151.26460874,-33.91636469,-6.36
151.2646077,-33.91636488,-6.36
151.264609,-33.91636316,-6.36
151.26461408,-33.9163607,-6.36
151.26461408,-33.9163607,-6.24
151.26461408,-33.9163607,-6.24
151.26461492,-33.91636606,-6.24
151.2646139,-33.91637123,-6.24
151.26461398,-33.91637777,-6.24
151.26461676,-33.91638117,-6.24
151.26461925,-33.91638157,-6.24
151.26461905,-33.91637998,-6.24
151.26462153,-33.91638163,-6.24
151.26462443,-33.91638505,-6.24
151.26462576,-33.9163868,-6.24
151.26462681,-33.91638871,-6.24
151.26462681,-33.91638871,-6.26
151.2646266,-33.91639255,-6.26
151.26462759,-33.91639721,-6.26
151.26462684,-33.91639726,-6.26
151.26462866,-33.91639841,-6.26
151.26463296,-33.91640226,-6.26
151.26463591,-33.91640452,-6.26
151.26463737,-33.91640359,-6.26
151.26463739,-33.91640378,-6.26
151.26463832,-33.91640566,-6.26
151.26463832,-33.91640566,-6.31
151.26463832,-33.91640566,-6.31
151.26463722,-33.9164023,-6.31
151.26463788,-33.91640456,-6.31
151.26464034,-33.91640715,-6.31
151.26464181,-33.91641058,-6.31
151.26464282,-33.91641456,-6.31
151.26464234,-33.9164183,-6.31
151.26464431,-33.91642188,-6.31
151.26464682,-33.91642382,-6.31
151.26464692,-33.91642172,-6.31
151.26464866,-33.91641904,-6.31
151.26464866,-33.91641904,-6.62
151.26465169,-33.91641995,-6.62
151.26465325,-33.91642301,-6.62
151.26465651,-33.91642459,-6.62
151.26465862,-33.91642376,-6.62
151.26465958,-33.91642517,-6.62
151.26466087,-33.91642869,-6.62
151.26465934,-33.91643175,-6.62
151.26465838,-33.91643408,-6.62
151.26466357,-33.91643907,-6.62
151.26466875,-33.91644093,-6.62
151.26466875,-33.91644093,-6.65
151.2646705,-33.9164393,-6.65
151.26467199,-33.91643569,-6.65
151.26467236,-33.91643657,-6.65
151.264674,-33.91643929,-6.65
151.26468074,-33.91644458,-6.65
151.26468576,-33.91644722,-6.65
151.26468761,-33.91644764,-6.65
151.26468956,-33.91644976,-6.65
151.26468783,-33.91645098,-6.65
151.26468783,-33.91645098,-6.66
151.26468783,-33.91645098,-6.66
151.26468884,-33.91645192,-6.66
151.26469102,-33.9164512,-6.66
151.26469199,-33.91645117,-6.66
151.26469355,-33.91645311,-6.66
151.26469397,-33.91645499,-6.66
151.26469487,-33.91645333,-6.66
151.26469823,-33.91645419,-6.66
151.26470265,-33.91645711,-6.66
151.26470217,-33.91645997,-6.66
151.26470217,-33.91645997,-6.63
151.26470217,-33.91645997,-6.63
151.26469524,-33.91646457,-6.63
151.26470023,-33.91646697,-6.63
151.2647044,-33.91646733,-6.63
151.26470555,-33.91646749,-6.63
151.26470681,-33.91646761,-6.63
151.26470818,-33.91646993,-6.63
151.26470949,-33.91647381,-6.63
151.26471065,-33.9164735,-6.63
151.26471127,-33.91647275,-6.63
151.26471127,-33.91647275,-6.24
151.26471127,-33.91647275,-6.24
151.26470681,-33.91647196,-6.24
151.26470714,-33.91647042,-6.24
151.26470567,-33.91646933,-6.24
151.26470733,-33.91647181,-6.24
151.26471066,-33.91647471,-6.24
151.26471404,-33.91647316,-6.24
151.26471593,-33.91647325,-6.24
151.26471702,-33.91647387,-6.24
151.26471661,-33.91647204,-6.24
151.26471661,-33.91647204,-6.3
151.26471661,-33.91647204,-6.3
151.26471771,-33.91647007,-6.3
151.26472631,-33.91647321,-6.3
151.26473254,-33.91647899,-6.3
151.26473414,-33.91647984,-6.3
151.26473562,-33.91648022,-6.3
151.26473792,-33.91648199,-6.3
151.26473962,-33.9164828,-6.3
151.26474081,-33.9164834,-6.3
151.26474584,-33.91648623,-6.3
151.26474584,-33.91648623,-6.73
151.26474584,-33.91648623,-6.73
151.264753,-33.91649254,-6.73
151.26475569,-33.91649397,-6.73
151.26475746,-33.91649255,-6.73
151.26475743,-33.91649336,-6.73
151.26475729,-33.9164948,-6.73
151.26475823,-33.91649432,-6.73
151.26475786,-33.91649508,-6.73
151.26476043,-33.91649711,-6.73
151.26476254,-33.91649851,-6.73
151.26476254,-33.91649851,-6.32
151.26476254,-33.91649851,-6.32
151.26475927,-33.91650181,-6.32
151.26475849,-33.91650075,-6.32
151.26475953,-33.91649835,-6.32
151.26475996,-33.91650228,-6.32
151.26476227,-33.91650844,-6.32
151.26476465,-33.91651273,-6.32
151.26476415,-33.9165148,-6.32
151.26476383,-33.91651591,-6.32
151.26476651,-33.91651933,-6.32
151.26476862,-33.91652337,-6.32
151.26476862,-33.91652337,-6.18
151.26477281,-33.91652237,-6.18
151.26477634,-33.91652076,-6.18
151.26477697,-33.91652069,-6.18
151.26477616,-33.91652137,-6.18
151.26477828,-33.91652274,-6.18
151.26478273,-33.91652622,-6.18
151.26478994,-33.9165276,-6.18
151.26479179,-33.91652705,-6.18
151.26479219,-33.91652624,-6.18
151.26479219,-33.91652624,-6.73
151.26479219,-33.91652624,-6.73
151.26480083,-33.91653429,-6.73
151.26480284,-33.91654094,-6.73
151.26480239,-33.91654256,-6.73
151.26480335,-33.91654274,-6.73
151.26480448,-33.91654235,-6.73
151.2648041,-33.91654149,-6.73
151.26480356,-33.91654185,-6.73
151.26480984,-33.91654137,-6.73
151.26481262,-33.91654113,-6.73
151.26481187,-33.91654139,-6.73
151.26481187,-33.91654139,-7.11
151.26481368,-33.91654534,-7.11
151.26481742,-33.91655093,-7.11
151.26482229,-33.91655405,-7.11
151.26482719,-33.91655567,-7.11
151.26482896,-33.91655457,-7.11
151.26482947,-33.91655453,-7.11
151.26483066,-33.91655644,-7.11
151.26483142,-33.91655183,-7.11
151.26483135,-33.91654651,-7.11
151.26483009,-33.91654447,-7.11
151.26483009,-33.91654447,-7.78
151.26483176,-33.91654424,-7.78
151.26483229,-33.91654691,-7.78
151.26483184,-33.91654897,-7.78
151.26483306,-33.91655042,-7.78
151.26483473,-33.9165522,-7.78
151.26483742,-33.91655225,-7.78
151.26484156,-33.91655467,-7.78
151.26484337,-33.91655855,-7.78
151.26484411,-33.91655996,-7.78
151.26484775,-33.91656198,-7.78
151.26484775,-33.91656198,-8.38
151.26484997,-33.91656463,-8.38
151.26484975,-33.91656505,-8.38
151.26484964,-33.91656526,-8.38
151.26484796,-33.91656496,-8.38
151.26484623,-33.91656603,-8.38
151.26484053,-33.9165674,-8.38
151.26483973,-33.91656502,-8.38
151.26483893,-33.91656169,-8.38
151.26483668,-33.91656381,-8.38
151.26483753,-33.9165664,-8.38
151.26483753,-33.9165664,-8.3
151.26483988,-33.91656546,-8.3
151.2648395,-33.91656587,-8.3
151.26483554,-33.91656922,-8.3
151.26483743,-33.91657063,-8.3
151.26484134,-33.91657299,-8.3
151.26484306,-33.91657412,-8.3
151.26484176,-33.91657445,-8.3
151.26484051,-33.91657479,-8.3
151.26484156,-33.91657565,-8.3
151.26484156,-33.91657565,-8.85
151.26484156,-33.91657565,-8.85
151.26484801,-33.91657577,-8.85
151.26484871,-33.91657639,-8.85
151.26484618,-33.91657428,-8.85
151.26484781,-33.91657583,-8.85
151.26484863,-33.9165762,-8.85
151.26484658,-33.91657591,-8.85
151.26484594,-33.91657723,-8.85
151.26484904,-33.91657932,-8.85
151.26485318,-33.91658025,-8.85
151.26485566,-33.91658075,-8.85
151.26485566,-33.91658075,-9.63
151.26485782,-33.91658223,-9.63
151.26485834,-33.91658534,-9.63
151.26485797,-33.91659075,-9.63
151.26486022,-33.91659389,-9.63
151.26486472,-33.91659701,-9.63
151.26486389,-33.91659609,-9.63
151.26486723,-33.91659611,-9.63
151.26486897,-33.91659614,-9.63
151.26486639,-33.91659395,-9.63
151.26486682,-33.91659601,-9.63
151.26486682,-33.91659601,-9.9
151.26486997,-33.91660095,-9.9
151.26486841,-33.91660373,-9.9
151.26486657,-33.91660664,-9.9
151.26486445,-33.91660625,-9.9
151.26486483,-33.91660429,-9.9
151.26486419,-33.91660278,-9.9
151.26486749,-33.91660446,-9.9
151.26486815,-33.91660909,-9.9
151.26486535,-33.91661077,-9.9
151.26486063,-33.91661023,-9.9
151.26486063,-33.91661023,-9.82
151.26485592,-33.91661234,-9.82
151.26485592,-33.91661542,-9.82
151.26485761,-33.91661813,-9.82
151.26485685,-33.91661835,-9.82
151.26485497,-33.91661694,-9.82
151.26485504,-33.91662128,-9.82
151.26485352,-33.91662334,-9.82
151.26485601,-33.91662572,-9.82
151.26485595,-33.91663152,-9.82
151.26485595,-33.91663152,-10.39
151.26485595,-33.91663152,-10.39
151.2648528,-33.91663152,-10.39
151.26484945,-33.91662896,-10.39
151.26485282,-33.91662583,-10.39
151.26485338,-33.91662861,-10.39
151.26484994,-33.91663211,-10.39
151.26484813,-33.91663584,-10.39
151.2648493,-33.91664108,-10.39
151.26485102,-33.91664417,-10.39
151.26485574,-33.91664956,-10.39
151.26485701,-33.91665477,-10.39
151.26485701,-33.91665477,-10.75
151.26485436,-33.91665906,-10.75
151.26485189,-33.91666419,-10.75
151.26485265,-33.91666789,-10.75
151.26485517,-33.9166667,-10.75
151.26485854,-33.91666498,-10.75
151.26486144,-33.91666517,-10.75
151.26486082,-33.91666805,-10.75
151.26486101,-33.91667033,-10.75
151.2648623,-33.91667076,-10.75
151.2648623,-33.91667076,-10.7
151.2648623,-33.91667076,-10.7
151.26486214,-33.9166705,-10.7
151.26486471,-33.91667101,-10.7
151.26486951,-33.91667283,-10.7
151.2648717,-33.91667508,-10.7
151.26487122,-33.91667789,-10.7
151.26487159,-33.91667872,-10.7
151.26487335,-33.91667828,-10.7
151.26487501,-33.91667918,-10.7
151.26487585,-33.91668426,-10.7
151.26487599,-33.91668818,-10.7
151.26487599,-33.91668818,-10.51
151.26487869,-33.91668903,-10.51
151.26488094,-33.91669032,-10.51
151.26488254,-33.91669167,-10.51
151.26488083,-33.91669037,-10.51
151.26487731,-33.91669124,-10.51
151.26487547,-33.9166954,-10.51
151.26487353,-33.91669877,-10.51
151.26487208,-33.91670117,-10.51
151.26487087,-33.91670167,-10.51
151.26486993,-33.91670423,-10.51
151.26486993,-33.91670423,-10.83
151.26486893,-33.91670882,-10.83
151.26487094,-33.91671339,-10.83
151.26487472,-33.91671296,-10.83
151.2648767,-33.91671328,-10.83
151.26487882,-33.91671529,-10.83
151.26487943,-33.91671447,-10.83
151.26487906,-33.9167143,-10.83
151.26487937,-33.91671623,-10.83
151.2648802,-33.91671631,-10.83
151.2648802,-33.91671631,-11.38
151.2648802,-33.91671631,-11.38
151.26488467,-33.91672004,-11.38
151.26488814,-33.91672159,-11.38
151.26489283,-33.91672853,-11.38
151.2648968,-33.91673041,-11.38
151.26489558,-33.91672976,-11.38
151.26489057,-33.91673145,-11.38
151.26489089,-33.916735,-11.38
151.2648907,-33.91673721,-11.38
151.26489007,-33.9167392,-11.38
151.26488914,-33.9167398,-11.38
151.26488914,-33.9167398,-11.77
151.26488868,-33.91674024,-11.77
151.26488948,-33.91673869,-11.77
151.26489597,-33.91674076,-11.77
151.26490204,-33.91674213,-11.77
151.26490399,-33.91674391,-11.77
151.26490156,-33.91674483,-11.77
151.26490071,-33.91674327,-11.77
151.26490359,-33.91674035,-11.77
151.26490472,-33.91673825,-11.77
151.26490472,-33.91673825,-11.94
151.26490472,-33.91673825,-11.94
151.2649034,-33.91673303,-11.94
151.26490434,-33.91673246,-11.94
151.26490579,-33.91673198,-11.94
151.26490969,-33.91673199,-11.94
151.26491329,-33.91673247,-11.94
151.26491374,-33.91673449,-11.94
151.26491263,-33.91673701,-11.94
151.26491631,-33.91673934,-11.94
151.26492119,-33.91674287,-11.94
151.26492119,-33.91674287,-11.97
151.26492119,-33.91674287,-11.97
151.26492648,-33.91674979,-11.97
151.26492888,-33.91675086,-11.97
151.26493125,-33.91674894,-11.97
151.26493168,-33.91674882,-11.97
151.26493156,-33.91675085,-11.97
151.26493202,-33.91675499,-11.97
151.26493313,-33.91675743,-11.97
151.26493593,-33.9167602,-11.97
151.2649394,-33.91676331,-11.97
151.26494469,-33.91676913,-11.97
151.26494469,-33.91676913,-12.09
151.26495012,-33.91677223,-12.09
151.26495438,-33.91677171,-12.09
151.26495133,-33.91676852,-12.09
151.2649517,-33.91676822,-12.09
151.26495358,-33.916771,-12.09
151.26495509,-33.91677152,-12.09
151.26495887,-33.91677117,-12.09
151.2649622,-33.91677165,-12.09
151.26496167,-33.91677027,-12.09
151.26496252,-33.91677057,-12.09
151.26496252,-33.91677057,-12.3
151.26496313,-33.91677253,-12.3
151.26496375,-33.91677308,-12.3
151.2649644,-33.91677232,-12.3
151.26496321,-33.9167729,-12.3
151.2649664,-33.91677531,-12.3
151.26497155,-33.9167765,-12.3
151.26497199,-33.91677923,-12.3
